region,cancer_site,sex,year,incidences_all_ages,incidences_age_under5,incidences_age5to9,incidences_age10to14,incidences_age15to19,incidences_age20to24,incidences_age25to29,incidences_age30to34,incidences_age35to39,incidences_age40to44,incidences_age45to49,incidences_age50to54,incidences_age55to59,incidences_age60to64,incidences_age65to69,incidences_age70to74,incidences_age75to79,incidences_age80to84,incidences_age85to89,incidences_age90and_over
South East of Scotland,Acute myeloid leukaemia,All,2019,36,0,0,0,0,1,0,0,1,1,3,2,2,5,2,5,3,5,4,2
South East of Scotland,Acute myeloid leukaemia,All,2020,47,0,0,1,0,0,0,0,3,1,1,2,1,0,5,7,9,7,5,5
South East of Scotland,Acute myeloid leukaemia,Male,1996,32,0,0,1,2,0,0,0,0,0,3,0,3,1,6,7,5,3,1,0
South East of Scotland,Acute myeloid leukaemia,Male,1997,22,2,0,0,0,1,1,0,0,0,1,1,0,3,6,0,4,3,0,0
South East of Scotland,Acute myeloid leukaemia,Male,1998,26,0,0,0,0,0,1,1,0,0,1,2,1,3,2,2,6,5,2,0
South East of Scotland,Acute myeloid leukaemia,Male,1999,28,0,0,1,1,0,0,0,0,0,1,0,1,6,7,5,4,0,2,0
South East of Scotland,Acute myeloid leukaemia,Male,2000,31,1,1,0,0,0,0,0,0,0,0,1,2,5,4,2,5,6,4,0
South East of Scotland,Acute myeloid leukaemia,Male,2001,31,1,0,1,0,0,0,1,2,1,1,0,0,4,6,7,2,3,2,0
South East of Scotland,Acute myeloid leukaemia,Male,2002,30,1,0,0,1,0,0,3,0,2,1,2,0,6,1,0,8,4,1,0
South East of Scotland,Acute myeloid leukaemia,Male,2003,35,0,0,0,0,0,0,1,1,3,2,1,3,4,7,2,6,1,4,0
South East of Scotland,Acute myeloid leukaemia,Male,2004,31,0,0,0,0,1,0,1,1,0,2,2,1,0,8,6,4,5,0,0
South East of Scotland,Acute myeloid leukaemia,Male,2005,37,0,0,0,1,1,0,0,2,1,2,0,4,6,4,5,7,3,1,0
South East of Scotland,Acute myeloid leukaemia,Male,2006,29,0,0,0,0,1,0,0,2,0,1,2,0,4,6,3,6,2,1,1
South East of Scotland,Acute myeloid leukaemia,Male,2007,22,1,0,0,0,1,0,0,0,0,0,0,2,5,4,2,3,3,1,0
South East of Scotland,Acute myeloid leukaemia,Male,2008,21,0,0,0,0,1,0,0,0,1,0,1,1,1,1,4,3,3,4,1
South East of Scotland,Acute myeloid leukaemia,Male,2009,34,0,0,1,0,1,0,1,0,2,2,1,2,3,5,4,5,3,3,1
South East of Scotland,Acute myeloid leukaemia,Male,2010,26,0,0,0,0,0,0,2,0,2,1,1,1,1,2,5,6,3,1,1
South East of Scotland,Acute myeloid leukaemia,Male,2011,31,0,1,0,1,0,0,1,0,1,1,1,3,5,6,4,3,0,2,2
South East of Scotland,Acute myeloid leukaemia,Male,2012,33,0,0,0,0,1,0,0,0,0,0,0,3,4,5,6,10,2,1,1
South East of Scotland,Acute myeloid leukaemia,Male,2013,38,0,0,1,0,0,0,2,1,0,2,2,2,1,6,5,8,6,2,0
South East of Scotland,Acute myeloid leukaemia,Male,2014,26,0,1,1,0,0,0,0,0,0,3,1,2,1,3,2,7,2,2,1
South East of Scotland,Acute myeloid leukaemia,Male,2015,24,0,1,0,0,1,1,0,0,0,0,0,1,2,3,0,10,4,1,0
South East of Scotland,Acute myeloid leukaemia,Male,2016,24,0,0,0,0,1,0,1,0,0,0,2,0,1,4,2,4,7,1,1
South East of Scotland,Acute myeloid leukaemia,Male,2017,23,0,0,0,0,0,1,0,0,0,1,1,2,2,3,5,6,1,0,1
South East of Scotland,Acute myeloid leukaemia,Male,2018,31,0,0,0,0,2,1,1,2,1,0,0,2,1,4,4,5,4,3,1
South East of Scotland,Acute myeloid leukaemia,Male,2019,17,0,0,0,0,0,0,0,0,1,2,1,2,1,0,4,2,1,3,0
South East of Scotland,Acute myeloid leukaemia,Male,2020,25,0,0,0,0,0,0,0,1,0,1,2,0,0,3,3,5,4,4,2
South East of Scotland,Acute myeloid leukaemia,Female,1996,32,0,0,0,0,0,1,1,1,1,1,2,3,4,0,5,2,6,5,0
South East of Scotland,Acute myeloid leukaemia,Female,1997,23,1,0,0,0,0,1,0,0,1,1,4,1,1,2,5,2,1,3,0
South East of Scotland,Acute myeloid leukaemia,Female,1998,30,1,0,0,0,1,1,1,1,1,0,1,3,3,4,1,8,2,1,1
South East of Scotland,Acute myeloid leukaemia,Female,1999,25,0,1,0,0,1,0,2,2,0,1,1,0,3,3,0,3,4,3,1
South East of Scotland,Acute myeloid leukaemia,Female,2000,26,1,0,0,2,0,0,1,2,1,0,0,3,2,2,2,4,2,3,1
South East of Scotland,Acute myeloid leukaemia,Female,2001,29,1,0,0,0,0,0,0,0,0,0,1,4,4,1,2,8,1,4,3
South East of Scotland,Acute myeloid leukaemia,Female,2002,24,1,0,0,0,0,2,0,1,0,1,1,1,0,4,5,3,3,1,1
South East of Scotland,Acute myeloid leukaemia,Female,2003,32,0,0,0,0,1,0,1,0,0,0,1,1,2,3,4,8,5,5,1
South East of Scotland,Acute myeloid leukaemia,Female,2004,29,0,0,0,0,2,1,1,1,3,1,1,1,1,2,3,4,5,1,2
South East of Scotland,Acute myeloid leukaemia,Female,2005,27,1,0,0,0,0,2,0,1,0,2,2,5,2,1,5,1,3,2,0
South East of Scotland,Acute myeloid leukaemia,Female,2006,30,2,0,0,0,1,1,0,1,1,0,1,2,2,2,5,3,4,4,1
South East of Scotland,Acute myeloid leukaemia,Female,2007,23,0,1,0,0,0,0,0,0,1,2,2,1,3,2,7,2,0,2,0
South East of Scotland,Acute myeloid leukaemia,Female,2008,32,0,0,1,0,0,1,0,1,2,1,0,1,4,2,5,4,6,1,3
South East of Scotland,Acute myeloid leukaemia,Female,2009,34,0,0,1,0,3,1,0,0,3,1,1,3,2,3,5,4,2,2,3
South East of Scotland,Acute myeloid leukaemia,Female,2010,25,0,0,0,0,1,0,0,0,1,1,0,1,2,4,2,7,2,4,0
South East of Scotland,Acute myeloid leukaemia,Female,2011,14,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,5,3,0
South East of Scotland,Acute myeloid leukaemia,Female,2012,30,0,0,0,1,1,0,0,0,3,1,1,2,2,3,2,3,4,5,2
South East of Scotland,Acute myeloid leukaemia,Female,2013,25,0,0,0,0,0,0,0,0,1,1,0,2,1,6,4,5,0,3,2
South East of Scotland,Acute myeloid leukaemia,Female,2014,12,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,4,1,1,0
South East of Scotland,Acute myeloid leukaemia,Female,2015,20,0,0,1,0,0,1,1,0,1,0,0,4,1,3,2,1,3,2,0
South East of Scotland,Acute myeloid leukaemia,Female,2016,25,0,0,0,0,2,1,0,0,1,0,1,2,2,2,0,6,5,1,2
South East of Scotland,Acute myeloid leukaemia,Female,2017,27,0,0,1,1,0,0,0,1,0,1,2,3,2,2,3,1,5,4,1
South East of Scotland,Acute myeloid leukaemia,Female,2018,21,0,0,0,0,0,0,0,3,1,0,2,0,1,3,1,4,2,3,1
South East of Scotland,Acute myeloid leukaemia,Female,2019,19,0,0,0,0,1,0,0,1,0,1,1,0,4,2,1,1,4,1,2
South East of Scotland,Acute myeloid leukaemia,Female,2020,22,0,0,1,0,0,0,0,2,1,0,0,1,0,2,4,4,3,1,3
South East of Scotland,Chronic lymphocytic leukaemia,All,1996,104,0,0,0,0,0,0,0,0,2,1,6,9,8,15,18,16,14,13,2
South East of Scotland,Chronic lymphocytic leukaemia,All,1997,95,0,0,0,0,0,0,1,1,1,4,4,12,13,14,8,13,14,8,2
South East of Scotland,Chronic lymphocytic leukaemia,All,1998,72,0,0,0,0,0,0,0,0,0,1,9,5,8,14,9,10,11,4,1
South East of Scotland,Chronic lymphocytic leukaemia,All,1999,94,0,0,0,0,0,0,0,0,2,1,5,6,7,18,26,8,11,6,4
South East of Scotland,Chronic lymphocytic leukaemia,All,2000,94,0,0,0,0,1,0,1,0,0,1,7,8,5,12,16,27,11,2,3
South East of Scotland,Chronic lymphocytic leukaemia,All,2001,97,0,0,0,0,0,0,0,1,0,3,6,10,8,15,15,15,12,9,3
South East of Scotland,Chronic lymphocytic leukaemia,All,2002,81,0,0,0,0,0,0,0,0,1,2,8,5,12,9,13,15,9,4,3
South East of Scotland,Chronic lymphocytic leukaemia,All,2003,116,0,0,0,0,0,0,0,1,1,5,2,12,15,15,15,26,14,5,5
South East of Scotland,Chronic lymphocytic leukaemia,All,2004,86,0,0,0,0,0,0,0,0,0,0,1,12,9,17,10,16,11,7,3
South East of Scotland,Chronic lymphocytic leukaemia,All,2005,105,0,0,0,0,0,0,0,1,1,1,4,7,6,21,18,24,7,11,4
South East of Scotland,Chronic lymphocytic leukaemia,All,2006,99,0,0,0,0,0,0,0,1,1,3,3,13,9,11,23,12,12,7,4
South East of Scotland,Chronic lymphocytic leukaemia,All,2007,111,0,0,0,0,0,1,0,0,4,3,8,12,13,17,20,14,10,5,4
South East of Scotland,Chronic lymphocytic leukaemia,All,2008,112,0,0,0,0,0,0,0,0,0,3,5,7,14,12,22,22,13,10,4
South East of Scotland,Chronic lymphocytic leukaemia,All,2009,87,0,0,0,0,0,0,0,0,1,0,3,6,12,13,14,13,8,11,6
South East of Scotland,Chronic lymphocytic leukaemia,All,2010,105,0,0,0,0,0,0,1,0,2,4,3,7,10,11,20,13,13,11,10
South East of Scotland,Chronic lymphocytic leukaemia,All,2011,106,0,0,0,0,0,0,0,1,2,2,6,12,11,18,14,9,16,6,9
South East of Scotland,Chronic lymphocytic leukaemia,All,2012,60,0,0,0,0,0,0,0,0,1,0,2,5,12,5,7,15,7,4,2
South East of Scotland,Chronic lymphocytic leukaemia,All,2013,91,0,0,0,0,0,1,0,0,1,2,1,3,3,16,23,17,15,7,2
South East of Scotland,Chronic lymphocytic leukaemia,All,2014,98,0,0,0,0,0,0,0,0,0,3,0,3,15,17,17,11,18,9,5
South East of Scotland,Chronic lymphocytic leukaemia,All,2015,85,0,0,0,0,0,0,0,0,1,2,2,7,9,19,14,12,11,5,3
South East of Scotland,Chronic lymphocytic leukaemia,All,2016,70,0,0,0,0,0,0,0,0,3,2,3,6,10,6,10,13,9,5,3
South East of Scotland,Chronic lymphocytic leukaemia,All,2017,54,0,0,0,0,0,0,0,0,1,1,2,2,8,5,8,16,5,4,2
South East of Scotland,Chronic lymphocytic leukaemia,All,2018,57,0,0,0,0,0,0,0,0,0,0,2,4,10,8,9,10,9,4,1
South East of Scotland,Chronic lymphocytic leukaemia,All,2019,76,0,0,0,0,0,0,0,0,1,1,6,11,9,10,9,15,6,6,2
South East of Scotland,Chronic lymphocytic leukaemia,All,2020,70,0,0,0,0,0,0,0,0,1,2,0,10,10,8,6,13,8,8,4
South East of Scotland,Chronic lymphocytic leukaemia,Male,1996,59,0,0,0,0,0,0,0,0,1,1,6,6,5,11,8,7,8,5,1
South East of Scotland,Chronic lymphocytic leukaemia,Male,1997,57,0,0,0,0,0,0,1,0,1,3,2,9,7,9,5,8,9,3,0
South East of Scotland,Chronic lymphocytic leukaemia,Male,1998,30,0,0,0,0,0,0,0,0,0,1,8,2,2,7,2,4,3,1,0
South East of Scotland,Chronic lymphocytic leukaemia,Male,1999,58,0,0,0,0,0,0,0,0,1,1,4,6,4,13,15,5,7,1,1
South East of Scotland,Chronic lymphocytic leukaemia,Male,2000,59,0,0,0,0,0,0,1,0,0,0,5,6,4,5,11,16,8,1,2
South East of Scotland,Chronic lymphocytic leukaemia,Male,2001,63,0,0,0,0,0,0,0,0,0,2,4,8,5,11,10,12,7,4,0
South East of Scotland,Chronic lymphocytic leukaemia,Male,2002,49,0,0,0,0,0,0,0,0,1,2,3,5,7,5,7,11,6,1,1
South East of Scotland,Chronic lymphocytic leukaemia,Male,2003,72,0,0,0,0,0,0,0,1,1,4,1,7,8,10,11,17,8,4,0
South East of Scotland,Chronic lymphocytic leukaemia,Male,2004,56,0,0,0,0,0,0,0,0,0,0,1,9,6,13,7,9,6,3,2
South East of Scotland,Chronic lymphocytic leukaemia,Male,2005,64,0,0,0,0,0,0,0,1,1,1,3,6,3,12,12,16,3,6,0
South East of Scotland,Chronic lymphocytic leukaemia,Male,2006,64,0,0,0,0,0,0,0,1,1,1,3,10,8,6,14,8,6,3,3
South East of Scotland,Chronic lymphocytic leukaemia,Male,2007,72,0,0,0,0,0,1,0,0,3,1,5,4,8,15,17,9,4,2,3
South East of Scotland,Chronic lymphocytic leukaemia,Male,2008,70,0,0,0,0,0,0,0,0,0,1,3,6,10,8,14,12,9,7,0
South East of Scotland,Chronic lymphocytic leukaemia,Male,2009,48,0,0,0,0,0,0,0,0,0,0,1,6,6,6,6,11,4,6,2
South East of Scotland,Chronic lymphocytic leukaemia,Male,2010,68,0,0,0,0,0,0,0,0,1,4,1,4,7,8,14,9,7,7,6
South East of Scotland,Chronic lymphocytic leukaemia,Male,2011,68,0,0,0,0,0,0,0,0,0,2,3,7,10,13,10,6,10,3,4
South East of Scotland,Chronic lymphocytic leukaemia,Male,2012,39,0,0,0,0,0,0,0,0,0,0,1,5,8,2,7,8,5,2,1
South East of Scotland,Chronic lymphocytic leukaemia,Male,2013,57,0,0,0,0,0,1,0,0,1,1,1,2,2,8,19,11,7,4,0
South East of Scotland,Chronic lymphocytic leukaemia,Male,2014,60,0,0,0,0,0,0,0,0,0,3,0,2,11,10,14,6,9,5,0
South East of Scotland,Chronic lymphocytic leukaemia,Male,2015,56,0,0,0,0,0,0,0,0,1,1,1,5,6,11,11,6,9,2,3
South East of Scotland,Chronic lymphocytic leukaemia,Male,2016,46,0,0,0,0,0,0,0,0,2,2,1,4,8,4,8,6,9,2,0
South East of Scotland,Chronic lymphocytic leukaemia,Male,2017,41,0,0,0,0,0,0,0,0,0,0,2,2,7,4,7,14,2,2,1
South East of Scotland,Chronic lymphocytic leukaemia,Male,2018,38,0,0,0,0,0,0,0,0,0,0,2,4,6,4,7,7,6,2,0
South East of Scotland,Chronic lymphocytic leukaemia,Male,2019,49,0,0,0,0,0,0,0,0,0,1,4,10,5,5,7,7,5,4,1
South East of Scotland,Chronic lymphocytic leukaemia,Male,2020,49,0,0,0,0,0,0,0,0,1,2,0,7,6,5,3,9,7,6,3
South East of Scotland,Chronic lymphocytic leukaemia,Female,1996,45,0,0,0,0,0,0,0,0,1,0,0,3,3,4,10,9,6,8,1
South East of Scotland,Chronic lymphocytic leukaemia,Female,1997,38,0,0,0,0,0,0,0,1,0,1,2,3,6,5,3,5,5,5,2
South East of Scotland,Chronic lymphocytic leukaemia,Female,1998,42,0,0,0,0,0,0,0,0,0,0,1,3,6,7,7,6,8,3,1
South East of Scotland,Chronic lymphocytic leukaemia,Female,1999,36,0,0,0,0,0,0,0,0,1,0,1,0,3,5,11,3,4,5,3
South East of Scotland,Chronic lymphocytic leukaemia,Female,2000,35,0,0,0,0,1,0,0,0,0,1,2,2,1,7,5,11,3,1,1
South East of Scotland,Chronic lymphocytic leukaemia,Female,2001,34,0,0,0,0,0,0,0,1,0,1,2,2,3,4,5,3,5,5,3
South East of Scotland,Chronic lymphocytic leukaemia,Female,2002,32,0,0,0,0,0,0,0,0,0,0,5,0,5,4,6,4,3,3,2
South East of Scotland,Chronic lymphocytic leukaemia,Female,2003,44,0,0,0,0,0,0,0,0,0,1,1,5,7,5,4,9,6,1,5
South East of Scotland,Chronic lymphocytic leukaemia,Female,2004,30,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,7,5,4,1
South East of Scotland,Chronic lymphocytic leukaemia,Female,2005,41,0,0,0,0,0,0,0,0,0,0,1,1,3,9,6,8,4,5,4
South East of Scotland,Chronic lymphocytic leukaemia,Female,2006,35,0,0,0,0,0,0,0,0,0,2,0,3,1,5,9,4,6,4,1
South East of Scotland,Chronic lymphocytic leukaemia,Female,2007,39,0,0,0,0,0,0,0,0,1,2,3,8,5,2,3,5,6,3,1
South East of Scotland,Chronic lymphocytic leukaemia,Female,2008,42,0,0,0,0,0,0,0,0,0,2,2,1,4,4,8,10,4,3,4
